layer,dir,mode,c,n_pairs,P_A_plus,P_A_minus,P_A_zero,swing,ci_lo,ci_hi,mass_plus,mass_minus
14,rand0,contrastive,0.05,120,0.6223941019484964,0.6008567058339955,0.6064187774340887,0.02153739611450105,-0.005487770803794422,0.05074470046298129,0.9878830416666666,0.9910970833333332
17,rand0,contrastive,0.05,120,0.5112263113278336,0.7219967445589999,0.6064187774340887,-0.21077043323116637,-0.2610540182973812,-0.15791765445030723,0.9875199166666666,0.9916664999999999
20,rand0,contrastive,0.05,120,0.6569570439521162,0.5956494761524734,0.6064187774340887,0.06130756779964277,0.01274845800770928,0.11317007650243092,0.98977325,0.9916622916666665
23,rand0,contrastive,0.05,120,0.7597329440428325,0.47343744167001756,0.6064187774340887,0.286295502372815,0.2249520895978273,0.3463108364915413,0.987500125,0.9916662916666666
26,rand0,contrastive,0.05,120,0.7453333763610739,0.4936687422072591,0.6064187774340887,0.25166463415381474,0.1962912812509354,0.30913629576311263,0.987496875,0.9874999166666666
29,rand0,contrastive,0.05,120,0.6092947629441811,0.6135469011396518,0.6064187774340887,-0.004252138195470807,-0.022475577688528956,0.014255118911515373,0.9875027499999999,0.987502125
32,rand0,contrastive,0.05,120,0.6446975874734666,0.5625108922014868,0.6064187774340887,0.08218669527197991,0.05672121363763022,0.11088713719533438,0.9875016666666667,0.9875006666666667
14,rand0,contrastive,0.06,120,0.6152589405968409,0.6032163147047686,0.6064187774340887,0.012042625892072393,-0.0166063147604958,0.04238049491963707,0.990877375,0.9916630833333334
17,rand0,contrastive,0.06,120,0.4792530892296408,0.7327296351360908,0.6064187774340887,-0.25347654590644997,-0.31000431820453783,-0.19220318038698433,0.9882992083333334,0.9916689583333334
20,rand0,contrastive,0.06,120,0.6541973037101855,0.6160075348442736,0.6064187774340887,0.038189768865911855,-0.01710992143084852,0.0940755921189674,0.992922,0.9916730833333334
23,rand0,contrastive,0.06,120,0.7822970626254045,0.43649344525931616,0.6064187774340887,0.3458036173660883,0.28305926719940183,0.4085256871760678,0.9875010833333333,0.9916601249999999
26,rand0,contrastive,0.06,120,0.7723175184735768,0.5021706398246883,0.6064187774340887,0.27014687864888853,0.21405630439307763,0.32929617020527735,0.987432875,0.9874998749999999
29,rand0,contrastive,0.06,120,0.6212584556700785,0.6107949814247114,0.6064187774340887,0.010463474245367022,-0.008771046791089051,0.03201609360381649,0.9875027916666668,0.9875027083333333
32,rand0,contrastive,0.06,120,0.652241202366003,0.555275231918264,0.6064187774340887,0.09696597044773902,0.06809163331235946,0.12906848380075928,0.9875017083333333,0.9875004999999999
14,rand1,contrastive,0.05,120,0.6181505171238757,0.6020263918590314,0.6064187774340887,0.016124125264844105,-0.013555013093785945,0.043461736332079656,0.9875072916666667,0.9876382083333333
17,rand1,contrastive,0.05,120,0.6214600258445173,0.6193816815748359,0.6064187774340887,0.002078344269681531,-0.04281687844735756,0.04984412171293479,0.9916666666666667,0.992297125
20,rand1,contrastive,0.05,120,0.5479072125274977,0.6263162992988671,0.6064187774340887,-0.07840908677136953,-0.12031795216905133,-0.038710537866858616,0.9916155,0.9900706666666667
23,rand1,contrastive,0.05,120,0.45760841376468436,0.6606306098262138,0.6064187774340887,-0.20302219606152944,-0.28509303612989434,-0.12108150508791057,0.9875100833333335,0.9877927083333333
26,rand1,contrastive,0.05,120,0.5627684212245486,0.5755731312347583,0.6064187774340887,-0.012804710010209762,-0.05891929895387577,0.032956699797869346,0.9876406666666667,0.98749975
29,rand1,contrastive,0.05,120,0.6060310336881229,0.6189828445768036,0.6064187774340887,-0.012951810888680481,-0.03986373165416126,0.013804496786235462,0.9875047499999999,0.9875004999999999
32,rand1,contrastive,0.05,120,0.5959739198579144,0.6094691630733081,0.6064187774340887,-0.013495243215393788,-0.028130649524553405,-0.0012920114654872874,0.9875008333333334,0.9875020833333333
14,rand1,contrastive,0.06,120,0.624823170417727,0.5997429825991557,0.6064187774340887,0.025080187818571142,-0.007440618970360835,0.05595341448293193,0.987515375,0.9885134583333333
17,rand1,contrastive,0.06,120,0.6256233187595721,0.6169485598153055,0.6064187774340887,0.008674758944266699,-0.031878922093339444,0.055117897560581074,0.9916667083333334,0.9957704583333334
20,rand1,contrastive,0.06,120,0.5066931480171174,0.6184288662326783,0.6064187774340887,-0.1117357182155609,-0.1623852713575053,-0.05790466835737366,0.9914904583333334,0.9916589583333334
23,rand1,contrastive,0.06,120,0.41826851624804556,0.6619213518718793,0.6064187774340887,-0.24365283562383375,-0.3204729643570429,-0.16056792949530868,0.9875132499999999,0.9911496666666667
26,rand1,contrastive,0.06,120,0.5516928908514003,0.5901177688713856,0.6064187774340887,-0.038424878019985294,-0.08495932602141137,0.008737447617275062,0.9879605833333334,0.9874982499999999
29,rand1,contrastive,0.06,120,0.6139226050262856,0.6237009969504316,0.6064187774340887,-0.009778391924146012,-0.04010357501500051,0.01917827302925428,0.9874695416666667,0.98750025
32,rand1,contrastive,0.06,120,0.5938320893629843,0.609799369487943,0.6064187774340887,-0.01596728012495854,-0.03307871771289044,-0.0006806773321182248,0.9875008333333334,0.9875020833333333
